manhwa_name,manhwa_synonym,manhwa_japanese,manhwa_english,manhwa_type,manhwa_volume,manhwa_chapters,manhwa_status,manhwa_published,manhwa_genre,manhwa_theme,manhwa_demographic,manhwa_serialization,manhwa_author,manhwa_score,manhwa_ranked,manhwa_popularity,manhwa_members,manhwa_favorites
The Viridescent Tiara,"Nokeum-ui Gwan, Crown of the Deep Green, The Viridescent Crown, Recording Hall",녹음의 관,The Viridescent Tiara,Manhwa,Unknown,Unknown,Publishing,"Oct  29, 2020 to ?","FantasyFantasy,RomanceRomance","IsekaiIsekai,VillainessVillainess",,KakaoPage,"Siya(Story),Binu(Art)","7.141(scored by11501,150 users)1indicates aweighted score.",#728722based on thetop mangapage. Please note that 'R18+' titles are excluded.,#5507,"4,370",26
"Painful, but Desirable","I Want to Do It, Even If It Hurts, Apado Hago Sipeun",아파도 하고 싶은,"Painful, but Desirable",Manhwa,Unknown,73,Finished,"Jun  30, 2020 to Oct  30, 2021",RomanceRomance,Adult CastAdult Cast,,KakaoPage,"Chae, Rangbi(Story),Kim, Injeong(Art)",7.141(scored by320320 users)1indicates aweighted score.,#728822based on thetop mangapage. Please note that 'R18+' titles are excluded.,#20229,800,4
Gepetto,,제페토,Gepetto,Manhwa,Unknown,161,Finished,"Feb  2, 2012 to May  27, 2015","ActionAction,Sci-FiSci-Fi",,,Naver Webtoon,"Yeon, Jewon(Story & Art)",7.141(scored by127127 users)1indicates aweighted score.,#728922based on thetop mangapage. Please note that 'R18+' titles are excluded.,#28973,418,4
The Secret of the Partner Next to You,"The Secret of My Next Classmate, Jae-Kyung's Secret, The Secret of Jae-kyung, Yeopjari Jjakkkung-ui Bimil",옆자리 짝꿍의 비밀,,Manhwa,Unknown,Unknown,Publishing,"May  20, 2022 to ?","ComedyComedy,RomanceRomance",SchoolSchool,,Lezhin Comics Webtoon,Chaegun(Story & Art),7.141(scored by654654 users)1indicates aweighted score.,#726122based on thetop mangapage. Please note that 'R18+' titles are excluded.,#7159,"3,240",10
Knife in Her Heart,"Girl with a Knife, Kalganeun Sonyeo",칼가는 소녀,Knife in Her Heart,Manhwa,Unknown,208,Finished,"Jun  30, 2019 to Feb  9, 2025",DramaDrama,SchoolSchool,,Naver Webtoon,Ori(Story & Art),7.141(scored by158158 users)1indicates aweighted score.,#729722based on thetop mangapage. Please note that 'R18+' titles are excluded.,#23254,632,4
Dark Moon: The Grey City,Dark Moon: Hoesaek Dosi,DARK MOON: 회색 도시,Dark Moon: The Grey City,Manhwa,Unknown,55,Finished,"Dec  5, 2022 to Dec  18, 2023","DramaDrama,FantasyFantasy","SchoolSchool,VampireVampire",,Naver Webtoon,None,7.141(scored by166166 users)1indicates aweighted score.,#729822based on thetop mangapage. Please note that 'R18+' titles are excluded.,#22874,650,10
Skill Master Levels Up,"Level Up with Skills, Skill-ppallo Level Up",스킬빨로 레벨업,Skill Master Levels Up,Manhwa,Unknown,Unknown,Publishing,"Jun  3, 2023 to ?","ActionAction,FantasyFantasy",Time TravelTime Travel,,KakaoPage,"Paranyeong(Story),Runbel(Art)","7.141(scored by10331,033 users)1indicates aweighted score.",#730122based on thetop mangapage. Please note that 'R18+' titles are excluded.,#4871,"5,016",12
3 Level Combination,"3-Part Transformation, Kim Chang-Nam",3단합체김창남,,Manhwa,3,25,Finished,"Jul  4, 2008 to Dec  19, 2008","DramaDrama,RomanceRomance,Sci-FiSci-Fi","PsychologicalPsychological,SchoolSchool",,Naver Webtoon,"Ha, Il-Kwon(Story & Art)","7.141(scored by10571,057 users)1indicates aweighted score.",#732122based on thetop mangapage. Please note that 'R18+' titles are excluded.,#7410,"3,111",25
The Villains' Little Heiress,I'm the Heiress of a Villainous Household,악당 가문의 상속녀입니다,The Villains' Little Heiress,Manhwa,Unknown,Unknown,Publishing,"Jan  31, 2024 to ?",FantasyFantasy,"IsekaiIsekai,ReincarnationReincarnation",,KakaoPage,"Dalseul(Story),Kang, Jaegeon(Art)",7.141(scored by120120 users)1indicates aweighted score.,#730522based on thetop mangapage. Please note that 'R18+' titles are excluded.,#21357,732,0
Hiding a Warehouse in the Apocalypse,"Hiding a Logistics Center in the Apocalypse, Apocalypse-e Mullyu Center-reul Sumgim",아포칼립스에 물류센터를 숨김,Hiding a Warehouse in the Apocalypse,Manhwa,Unknown,Unknown,Publishing,"Sep  2, 2024 to ?","ActionAction,AdventureAdventure,FantasyFantasy",Urban FantasyUrban Fantasy,,Naver Webtoon,"Sunggu(Art),Goochae(Story)",7.141(scored by316316 users)1indicates aweighted score.,#730822based on thetop mangapage. Please note that 'R18+' titles are excluded.,#14378,"1,333",3
Mango's Bone,Mango-ui Ppyeo,망고의 뼈,Mango's Bone,Manhwa,Unknown,60,Finished,"Apr  24, 2016 to Aug  20, 2017","DramaDrama,RomanceRomance",SchoolSchool,,Lezhin Comics Webtoon,"Gold Kiwi Sae(Story & Art),Neokbujadeul(Art)",7.141(scored by212212 users)1indicates aweighted score.,#722622based on thetop mangapage. Please note that 'R18+' titles are excluded.,#25151,547,9
This Life Starts as a Child Actor,I'm Going to Be a Child Actor in This Life,이번 생은 아역부터,,Manhwa,Unknown,Unknown,Publishing,"Nov  29, 2023 to ?",DramaDrama,"ShowbizShowbiz,Time TravelTime Travel",,KakaoPage,"Maneul Sogeum(Story),Earl Greymon(Art)",7.131(scored by302302 users)1indicates aweighted score.,#745122based on thetop mangapage. Please note that 'R18+' titles are excluded.,#14026,"1,375",5
My Life as a Loser 2,Insaeng Jonmang 2,인생존망2,My Life as a Loser 2,Manhwa,Unknown,58,Finished,"Jan  12, 2024 to Jan  17, 2025","ActionAction,ComedyComedy","SchoolSchool,Time TravelTime Travel",,Naver Webtoon,"Ttangkong(Story),Jeon, Seonwook(Art)",7.131(scored by220220 users)1indicates aweighted score.,#745322based on thetop mangapage. Please note that 'R18+' titles are excluded.,#20529,781,3
Reincarnation of the Hero Party's Grand Mage,"The Great Mage of the Hero's Party Reincarnates, The Rebirth of the Hero's Party's Archmage, Reincarnation of the Hero Party Archmage, Yongsa Party Daemabeopsa-ui Hwansaeng",용사파티 대마법사의 환생,Reincarnation of the Hero Party's Grand Mage,Manhwa,Unknown,Unknown,Publishing,"May  5, 2024 to ?","ActionAction,FantasyFantasy",ReincarnationReincarnation,,KakaoPage,"Jeonghoon(Story),Potetorusu(Art)",7.131(scored by781781 users)1indicates aweighted score.,#745522based on thetop mangapage. Please note that 'R18+' titles are excluded.,#5563,"4,318",13
The Genius Swordsman of Mount Hua,"The Prodigy Sword Demon of Mount Hua Sect, Mount Hua Sect's Genius Phantom Swordsman, Hwasanpa Cheonjae Geomgwi",화산파 천재검귀,The Genius Swordsman of Mount Hua,Manhwa,Unknown,Unknown,Publishing,"Jan  27, 2025 to ?","ActionAction,FantasyFantasy","Martial ArtsMartial Arts,ReincarnationReincarnation",,Naver Webtoon,"Muhyang(Story),Kim, Siwoon(Art)",7.131(scored by398398 users)1indicates aweighted score.,#745922based on thetop mangapage. Please note that 'R18+' titles are excluded.,#9754,"2,211",1
Chronicles of the Lazy Sovereign,Taejon Birok,태존비록,Chronicles of the Lazy Sovereign,Manhwa,Unknown,Unknown,Publishing,"Jul  12, 2025 to ?","ActionAction,ComedyComedy,FantasyFantasy",Martial ArtsMartial Arts,,Naver Webtoon,"Biga(Story),Red Hook(Art)",7.131(scored by270270 users)1indicates aweighted score.,#746222based on thetop mangapage. Please note that 'R18+' titles are excluded.,#10874,"1,926",1
Return to Player,,리턴 투 플레이어,Return to Player,Manhwa,Unknown,Unknown,Publishing,"Aug  21, 2020 to ?","ActionAction,FantasyFantasy",Time TravelTime Travel,,Naver Webtoon,"Index(Story),Sehon(Art)","7.131(scored by38413,841 users)1indicates aweighted score.",#735922based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1843,"13,033",67
Memorize,,메모라이즈,Memorize,Manhwa,Unknown,101,On Hiatus,"Sep  25, 2020 to Jun  17, 2022","ActionAction,AdventureAdventure,FantasyFantasy","IsekaiIsekai,Time TravelTime Travel",,KakaoPage,"Jeongha(Art),Ro, Yu-jin(Story)","7.131(scored by23922,392 users)1indicates aweighted score.",#736022based on thetop mangapage. Please note that 'R18+' titles are excluded.,#3180,"7,796",25
Disciple of the Holy Sword,"Leveling Up with the Sword, Overpowered Sword, Geomppal-ro Level Up",검빨로 레벨업,Disciple of the Holy Sword,Manhwa,Unknown,Unknown,Publishing,"Jun  4, 2022 to ?","ActionAction,AdventureAdventure,FantasyFantasy",,,KakaoPage,"Mackenro(Story),Bol x Bae(Art)","7.131(scored by24482,448 users)1indicates aweighted score.",#736222based on thetop mangapage. Please note that 'R18+' titles are excluded.,#2397,"10,006",22
Royal Marriage,,로열 메리지,Royal Marriage,Manhwa,Unknown,105,Finished,"Jun  30, 2022 to Jan  24, 2025","FantasyFantasy,RomanceRomance",,,KakaoPage,"Portofino(Story),Lee, Kangryeol(Art)",7.131(scored by606606 users)1indicates aweighted score.,#736322based on thetop mangapage. Please note that 'R18+' titles are excluded.,#9545,"2,267",4
Elissa's Whirlwind Marriage,"I Am Trying to Divorce My Villain Husband, but We Have a Child","악당 남편과 이혼하려는데, 아이가 생겼다",Elissa's Whirlwind Marriage,Manhwa,Unknown,110,Finished,"Sep  23, 2022 to Jun  14, 2024","FantasyFantasy,RomanceRomance",VillainessVillainess,,KakaoPage,"Baek, Dan(Story),Lemtea(Art)",7.131(scored by712712 users)1indicates aweighted score.,#736422based on thetop mangapage. Please note that 'R18+' titles are excluded.,#8183,"2,758",9
"One Day, Suddenly, Seoul Is",Eoneu Nal Gapjagi Seour-eun,어느날 갑자기 서울은,"One Day, Suddenly, Seoul Is",Manhwa,Unknown,181,Finished,"Jul  8, 2021 to Jun  21, 2025",SuspenseSuspense,SurvivalSurvival,,Naver Webtoon,"Park, Changgeun(Story & Art)",7.131(scored by489489 users)1indicates aweighted score.,#736722based on thetop mangapage. Please note that 'R18+' titles are excluded.,#12296,"1,653",13
The Kidnapping of Minja Jo's Boyfriend,,,The Kidnapping of Minja Jo's Boyfriend,Manhwa,1,7,Finished,Not available,RomanceRomance,,ShoujoShoujo,None,"Lee, Sang-Eun(Story & Art),Yang, Yeo-Jin(Story & Art)",7.131(scored by730730 users)1indicates aweighted score.,#740922based on thetop mangapage. Please note that 'R18+' titles are excluded.,#13944,"1,386",0
It's Love,,사랑이야,,Manhwa,7,42,Finished,Not available,"ComedyComedy,DramaDrama",,,None,"Back, Sang-Eun(Story & Art)",7.131(scored by839839 users)1indicates aweighted score.,#741222based on thetop mangapage. Please note that 'R18+' titles are excluded.,#12482,"1,616",7
Promise,,프라미스,Promise,Manhwa,7,Unknown,Finished,2005,"ComedyComedy,RomanceRomance",SchoolSchool,,Issue,"Lee, Eun-Young(Story & Art)",7.131(scored by188188 users)1indicates aweighted score.,#743022based on thetop mangapage. Please note that 'R18+' titles are excluded.,#22554,665,1
Chronicles of the Grim Peddler,"Baby Merchant's Story, Die Legenden vom Traumhändler, The Tale of the Child Pedlar",아기장수 이야기,Chronicles of the Grim Peddler,Manhwa,6,31,Finished,2005,"FantasyFantasy,RomanceRomance",,,None,"Lee, Jung Ah(Story & Art)",7.131(scored by374374 users)1indicates aweighted score.,#741722based on thetop mangapage. Please note that 'R18+' titles are excluded.,#12059,"1,687",13
Forbidden Kiss,,금지된 키스,,Manhwa,10,Unknown,Finished,Not available,,,ShoujoShoujo,None,"Han, Yu-Rang(Story & Art)","7.131(scored by14571,457 users)1indicates aweighted score.",#746722based on thetop mangapage. Please note that 'R18+' titles are excluded.,#6251,"3,806",23
Secret,,비 밀,,Manhwa,10,Unknown,Finished,Not available,,,ShoujoShoujo,None,"Han, Yu-Rang(Story & Art)",7.131(scored by223223 users)1indicates aweighted score.,#747322based on thetop mangapage. Please note that 'R18+' titles are excluded.,#21935,698,1
Carnivorous Princess Yegrinna,,육식공주 예그리나,,Manhwa,5,26,Finished,2010 to  2012,"ActionAction,ComedyComedy,FantasyFantasy,RomanceRomance,SupernaturalSupernatural,EcchiEcchi",SchoolSchool,,None,"Ha, Il-Kwon(Story),Kim, Ji Min(Art)","7.131(scored by35283,528 users)1indicates aweighted score.",#747422based on thetop mangapage. Please note that 'R18+' titles are excluded.,#3524,"7,021",36
GIRL,"Người duy nhất, The Only Girl",단하나뿐인 걸,,Manhwa,16,Unknown,Finished,2010 to ?,"ComedyComedy,FantasyFantasy,RomanceRomance",CrossdressingCrossdressing,ShoujoShoujo,None,"Hwang, Mi Ri(Story & Art)",7.131(scored by288288 users)1indicates aweighted score.,#747822based on thetop mangapage. Please note that 'R18+' titles are excluded.,#16975,"1,050",2
Nobody Knows,,아무도 모른다,,Manhwa,7,28,Finished,"Jul  25, 2011 to Dec  26, 2013","DramaDrama,MysteryMystery,RomanceRomance,SupernaturalSupernatural",VampireVampire,,Issue,"Lee, Hyeon-Sook(Story & Art)",7.131(scored by595595 users)1indicates aweighted score.,#748522based on thetop mangapage. Please note that 'R18+' titles are excluded.,#11402,"1,820",18
Betting Man,,베팅맨,Psychic Gambler: Betting Man,Manhwa,Unknown,198,Finished,"Apr  22, 2016 to Jun  26, 2020","SupernaturalSupernatural,SuspenseSuspense",Strategy GameStrategy Game,,Lezhin Comics Webtoon,"Hwang, Seong-Won(Art),Doldom(Story)",7.121(scored by117117 users)1indicates aweighted score.,#758522based on thetop mangapage. Please note that 'R18+' titles are excluded.,#32235,333,3
Adelaide,"La Dolce Vita di Adelaide, The Sweet Life of Adelaide",아델라이드,Adelaide,Manhwa,Unknown,86,Finished,"Dec  22, 2017 to Sep  30, 2019","ComedyComedy,FantasyFantasy,RomanceRomance",,,KakaoPage,"Chae, Habin(Story),Lee, Suho(Art)","7.121(scored by33803,380 users)1indicates aweighted score.",#758922based on thetop mangapage. Please note that 'R18+' titles are excluded.,#3148,"7,857",39
I Became the Tyrant's Dishonest Adviser,I Became the Tyrant's Servant,폭군의 간신이 되었다,I Became the Tyrant's Dishonest Adviser,Manhwa,Unknown,Unknown,Publishing,"Nov  23, 2023 to ?","FantasyFantasy,RomanceRomance",IsekaiIsekai,,KakaoPage,"Hae, Arim(Story),Hingdoong(Art)",7.121(scored by275275 users)1indicates aweighted score.,#759622based on thetop mangapage. Please note that 'R18+' titles are excluded.,#12962,"1,535",5
"Darling, Why Can't We Divorce?","Honey, Why Can't We Get a Divorce?","여보, 왜 이혼은 안 되나요?","Darling, Why Can't We Divorce?",Manhwa,Unknown,Unknown,Publishing,"Oct  2, 2024 to ?","FantasyFantasy,RomanceRomance","IsekaiIsekai,VillainessVillainess",,KakaoPage,"Cha, Sohee(Story),Studio Inus(Art)",7.121(scored by220220 users)1indicates aweighted score.,#760422based on thetop mangapage. Please note that 'R18+' titles are excluded.,#14377,"1,333",7
Farmer of Spirits,"Spirit Farmer, Jeongnyeong Nongsakkun",정령 농사꾼,Farmer of Spirits,Manhwa,Unknown,192,Finished,"Sep  30, 2020 to Sep  7, 2024",FantasyFantasy,,,KakaoPage,"Susaegyeongjang(Story),Gusigi(Art)","7.121(scored by11351,135 users)1indicates aweighted score.",#754022based on thetop mangapage. Please note that 'R18+' titles are excluded.,#5907,"4,055",17
"My Daughter, the Music Prodigy","My Daughter Is a Musical Genius, Nae Ttar-eun Eumak Cheonjae",내 딸은 음악천재,"My Daughter, the Music Prodigy",Manhwa,Unknown,110,Finished,"Nov  30, 2021 to Oct  24, 2023",DramaDrama,"ChildcareChildcare,MusicMusic,Time TravelTime Travel",,KakaoPage,"Lee, Hansung(Story),Harvey(Art)",7.121(scored by501501 users)1indicates aweighted score.,#754122based on thetop mangapage. Please note that 'R18+' titles are excluded.,#11898,"1,721",4
Hellper 2: Killberos,,헬퍼 2 : 킬베로스,,Manhwa,Unknown,417,Finished,"Jan  12, 2016 to Jul  9, 2024","ActionAction,FantasyFantasy,SupernaturalSupernatural",,,Naver Webtoon,Sakk(Story & Art),7.121(scored by149149 users)1indicates aweighted score.,#754322based on thetop mangapage. Please note that 'R18+' titles are excluded.,#17950,965,3
My Secret Roommate,Eunmilhan Naui Donggeoin,은밀한 나의 동거인,My Secret Roommate,Manhwa,Unknown,80,Finished,"Jun  30, 2021 to Nov  9, 2022",RomanceRomance,Adult CastAdult Cast,,KakaoPage,"Jin, Soye(Story),Kim, Jinhee(Art)",7.121(scored by171171 users)1indicates aweighted score.,#754422based on thetop mangapage. Please note that 'R18+' titles are excluded.,#23356,629,1
Aire,,아이레,,Manhwa,Unknown,57,On Hiatus,"Oct  8, 2020 to Nov  22, 2021","ActionAction,AdventureAdventure,FantasyFantasy",,,Naver Webtoon,"Seoli(Story),Team Seoli(Art)",7.121(scored by285285 users)1indicates aweighted score.,#754722based on thetop mangapage. Please note that 'R18+' titles are excluded.,#16405,"1,101",5
Hectopascal,,헥토파스칼,Hectopascal,Manhwa,Unknown,97,Finished,"Aug  22, 2022 to Aug  12, 2024",ActionAction,,,Naver Webtoon,"Buffering(Story),Gil, Seonggeun(Art)","7.121(scored by13951,395 users)1indicates aweighted score.",#754822based on thetop mangapage. Please note that 'R18+' titles are excluded.,#5383,"4,479",15
The Wandering Knight's Survival Manual,How to Survive as a Wandering Knight,방랑기사로 살아가는 법,,Manhwa,Unknown,Unknown,Publishing,"Nov  24, 2025 to ?","ActionAction,FantasyFantasy","IsekaiIsekai,ReincarnationReincarnation",,Naver Webtoon,"Geulsseuneun Gigye(Story),Park, Junho(Art),Lee, Seohyung(Art),JCK(Art)",7.121(scored by128128 users)1indicates aweighted score.,#761122based on thetop mangapage. Please note that 'R18+' titles are excluded.,#22056,693,1
Legend of Tyr,The Tyr Chronicles,티르전기,,Manhwa,11,66,Finished,2008 to  2010,"ActionAction,AdventureAdventure,ComedyComedy,FantasyFantasy",,ShounenShounen,Comic Champ,"Na, In-Soo(Story),Son, Chang-ho(Art)","7.121(scored by16011,601 users)1indicates aweighted score.",#749922based on thetop mangapage. Please note that 'R18+' titles are excluded.,#6749,"3,486",14
I-Ren,,아이렌 I-ren,,Manhwa,7,28,Finished,2010 to  2013,"ComedyComedy,FantasyFantasy,RomanceRomance",CrossdressingCrossdressing,ShoujoShoujo,Issue,Aivan(Story & Art),7.111(scored by437437 users)1indicates aweighted score.,#772222based on thetop mangapage. Please note that 'R18+' titles are excluded.,#13046,"1,521",8
The Girl's Winter,,,The Girl's Winter,Manhwa,Unknown,1,Finished,2007,DramaDrama,,ShoujoShoujo,Wink,"Shin-jeong-min, Ahn(Story & Art)",7.111(scored by398398 users)1indicates aweighted score.,#766122based on thetop mangapage. Please note that 'R18+' titles are excluded.,#21439,726,2
Trump!,,트럼프!,,Manhwa,Unknown,Unknown,Publishing,2008 to ?,"ActionAction,ComedyComedy",Strategy GameStrategy Game,,Young Champ,"Jung, Hyun-Joo(Story & Art)",7.111(scored by402402 users)1indicates aweighted score.,#768422based on thetop mangapage. Please note that 'R18+' titles are excluded.,#11200,"1,861",6
M.A.X.,"Money Ace X, MAX",엠에이엑스 M.A.X,,Manhwa,4,21,Finished,2009 to ?,"ComedyComedy,RomanceRomance",SchoolSchool,ShoujoShoujo,Party,"Huh, Gook Hwa(Story),Park, Kyoung-Lan(Art)","7.111(scored by12431,243 users)1indicates aweighted score.",#768822based on thetop mangapage. Please note that 'R18+' titles are excluded.,#8681,"2,560",7
